my.response.keys, my.response.corr, my.response.rt, my.mouseResp.x, my.mouseResp.y, my.mouseResp.leftButton, my.mouseResp.midButton, my.mouseResp.rightButton, my.mouseResp.RT, my.mouseResp.clicked_name, my.practiceTrials.thisRepN, my.practiceTrials.thisTrialN, my.practiceTrials.thisN, my.practiceTrials.thisIndex, my.practiceTrials.ran, my.practiceTrials.order, isi, xPos, corrAns, participant, session, date, expName, frameRate
, 0, , 0.3088888888888889, -0.08666666666666667, 1, 0, 0, 4.155000000000001, my.targImage, 1, 0, 8, 5, 1, 7, 1, -0.125, v, me, 001, Wed Aug 22 2018 16:43:00 GMT+0200 (W. Europe Daylight Time), choiceRTT, 60
, 0, , -0.35555555555555557, -0.02666666666666667, 1, 0, 0, 1.2170000000000023, my.targImage, 1, 0, 8, 5, 1, 7, 1, -0.125, v, me, 001, Wed Aug 22 2018 16:43:00 GMT+0200 (W. Europe Daylight Time), choiceRTT, 60
, 0, , -0.3477777777777778, 0.005555555555555556, 1, 0, 0, 0.870000000000001, my.targImage, 1, 0, 8, 5, 1, 7, 1, -0.125, v, me, 001, Wed Aug 22 2018 16:43:00 GMT+0200 (W. Europe Daylight Time), choiceRTT, 60
, 0, , 0.058888888888888886, -0.0077777777777777776, 1, 0, 0, 0.8149999999999977, my.targImage, 1, 0, 8, 5, 1, 7, 1, -0.125, v, me, 001, Wed Aug 22 2018 16:43:00 GMT+0200 (W. Europe Daylight Time), choiceRTT, 60
, 0, , -0.1, -0.011111111111111112, 1, 0, 0, 0.7179999999999964, my.targImage, 1, 0, 8, 5, 1, 7, 1, -0.125, v, me, 001, Wed Aug 22 2018 16:43:00 GMT+0200 (W. Europe Daylight Time), choiceRTT, 60
, 0, , 0.12666666666666668, 0.03333333333333333, 1, 0, 0, 0.7169999999999987, my.targImage, 1, 0, 8, 5, 1, 7, 1, -0.125, v, me, 001, Wed Aug 22 2018 16:43:00 GMT+0200 (W. Europe Daylight Time), choiceRTT, 60
, 0, , 0.33555555555555555, 0.013333333333333334, 1, 0, 0, 0.8359999999999985, my.targImage, 1, 0, 8, 5, 1, 7, 1, -0.125, v, me, 001, Wed Aug 22 2018 16:43:00 GMT+0200 (W. Europe Daylight Time), choiceRTT, 60
, 0, , -0.14666666666666667, 0.016666666666666666, 1, 0, 0, 0.8010000000000019, my.targImage, 1, 0, 8, 5, 1, 7, 1, -0.125, v, me, 001, Wed Aug 22 2018 16:43:00 GMT+0200 (W. Europe Daylight Time), choiceRTT, 60
